player,category,source,line,prediction,model_prob_over,implied_prob,recommended_bet,expected_value,edge,ensemble_confidence,ensemble_strength,prediction_quality,ensemble_adjusted_edge,kelly_full,kelly_quarter,confidence_level,odds
Will Benson,total_bases,prizepicks,4.5,1.9810092999344484,0.04654415286213909,0.5238095238095238,UNDER,1.002257278989508,1.002257278989508,0.5,0.7,0.9505345351992571,0.6668761097840549,0.9070165207913709,0.11337706509892136,ELITE,-110
Logan Webb,pitcher_strikeouts,prizepicks,7.5,4.173945227818528,0.013298914193026867,0.5238095238095238,UNDER,1.0720722801946436,1.0720722801946436,0.5,0.7,0.8884960860591671,0.6667724174478273,0.9742962186737496,0.1217870273342187,ELITE,-110
Logan Webb,pitcher_strikeouts,prizepicks,7.5,4.173239944637274,0.013282870594057083,0.5238095238095238,UNDER,1.0721059717524801,1.0721059717524801,0.5,0.7,0.8884632699519395,0.6667687441787471,0.9743276166674356,0.12179095208342945,ELITE,-110
Logan Allen,pitcher_strikeouts,prizepicks,7.5,4.033378023696085,0.010414181856117088,0.5238095238095238,UNDER,1.0781302181021544,1.0781302181021544,0.5,0.7,0.8820288553500173,0.6656593735336354,0.9799263338986038,0.12249079173732548,ELITE,-110
Logan Gillaspie,pitcher_strikeouts,prizepicks,7.5,4.027310603202568,0.010303011520040206,0.5238095238095238,UNDER,1.0783636758079156,1.0783636758079156,0.5,0.7,0.8817529923448899,0.665595278585765,0.9801426871332263,0.12251783589165328,ELITE,-110
Aaron Sabato,total_bases,prizepicks,5.5,2.299569775406723,0.016436943601677023,0.5238095238095238,UNDER,1.0654824184364782,1.0654824184364782,0.5,0.7,0.8921959606932219,0.6654333769430698,0.9681362944759657,0.12101703680949571,ELITE,-110
Logan Webb,pitcher_strikeouts,prizepicks,7.5,4.377978364244059,0.020800771030102916,0.5238095238095238,UNDER,1.056318380836784,1.056318380836784,0.5,0.7,0.8981480245120137,0.6641111869030005,0.959507466138292,0.1199384332672865,ELITE,-110
Logan Allen,pitcher_strikeouts,prizepicks,7.5,4.398413511707314,0.02196575817134816,0.5238095238095238,UNDER,1.053871907840169,1.053871907840169,0.5,0.7,0.8991323391296207,0.663299219547529,0.9571913310271245,0.11964891637839056,ELITE,-110
Aaron Zavala,total_bases,prizepicks,5.5,1.0943237079705788,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8750058527683311,0.6608919205959205,0.9807321594068581,0.12259151992585726,ELITE,-110
Logan Webb,pitcher_strikeouts,prizepicks,7.5,3.8727794985627995,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8748172693501757,0.6607494835401877,0.9807321594068581,0.12259151992585726,ELITE,-110
Bryce Eldridge,total_bases,prizepicks,4.5,1.1090783391542016,0.011891571374442966,0.5238095238095238,UNDER,1.0750277001136699,1.0750277001136699,0.5,0.7,0.8773342889979523,0.6602110640526313,0.9770467867969921,0.12213084834962401,ELITE,-110
Alex De Jesus,total_bases,prizepicks,4.5,2.0118344035786935,0.048580361843687414,0.5238095238095238,UNDER,0.9979812401282565,0.9979812401282565,0.5,0.7,0.9444141604233541,0.6597553305097896,0.9027410058430999,0.11284262573038749,ELITE,-110
Logan Webb,pitcher_strikeouts,prizepicks,7.5,3.8087026101446586,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8719916642568732,0.6586153040132163,0.9807321594068581,0.12259151992585726,ELITE,-110
Logan Webb,pitcher_strikeouts,prizepicks,7.5,3.7109626451745776,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8677374695677936,0.6554021107645545,0.9807321594068581,0.12259151992585726,ELITE,-110
Rafael Devers,total_bases,prizepicks,4.5,1.0244810154279431,0.010251521168041733,0.5238095238095238,UNDER,1.0784718055471125,1.0784718055471125,0.5,0.7,0.8642464710861879,0.6524458164770289,0.9802428792276728,0.1225303599034591,ELITE,-110
Logan Webb,pitcher_strikeouts,prizepicks,7.5,3.562304106798561,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8613942295106778,0.650611061549415,0.9807321594068581,0.12259151992585726,ELITE,-110
Kyle Farmer,total_bases,prizepicks,4.5,0.9863786516645926,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8585552724245136,0.6484667972622351,0.9807321594068581,0.12259151992585726,ELITE,-110
Kyle Higashioka,total_bases,prizepicks,4.5,0.9374583508657945,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8514275894360057,0.6430832583010151,0.9807321594068581,0.12259151992585726,ELITE,-110
Alex Ramirez,total_bases,prizepicks,4.5,0.9343664313734387,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8509837565703486,0.6427480313375843,0.9807321594068581,0.12259151992585726,ELITE,-110
Logan Allen,pitcher_strikeouts,prizepicks,7.5,4.734825599242888,0.047599003457871936,0.5238095238095238,UNDER,1.000042092738469,1.000042092738469,0.5,0.7,0.9158116827796315,0.6410951622608971,0.9048039965723277,0.11310049957154096,ELITE,-110
Jacob Nottingham,hits,prizepicks,2.5,1.101534487326816,0.08098666100795981,0.5238095238095238,UNDER,0.9299280118832846,0.9299280118832846,0.5,0.7,0.9834927144271072,0.6402041972402263,0.8319241665259411,0.10399052081574264,ELITE,-110
Kyle Isbel,hits,prizepicks,2.5,1.066500523622114,0.07585757422418515,0.5238095238095238,UNDER,0.9406990941292113,0.9406990941292113,0.5,0.7,0.9719860325945431,0.6400424662575528,0.8435028517636755,0.10543785647045943,ELITE,-110
Alex Ramirez,hits,prizepicks,2.5,1.0453758091505945,0.07288666508439645,0.5238095238095238,UNDER,0.9469380033227675,0.9469380033227675,0.5,0.7,0.9652152806991918,0.639799321477342,0.8501424404867812,0.10626780506084765,ELITE,-110
Kyle Stowers,hits,prizepicks,2.5,0.9909759568477557,0.06564631931737352,0.5238095238095238,UNDER,0.9621427294335156,0.9621427294335156,0.5,0.7,0.9483413084198241,0.6387077864423207,0.8661243865154042,0.10826554831442553,ELITE,-110
Max Stassi,total_bases,prizepicks,4.5,2.1050830397532905,0.05517618848069872,0.5238095238095238,UNDER,0.9841300041905328,0.9841300041905328,0.5,0.7,0.9265424491457916,0.638286757052388,0.8887578565684792,0.1110947320710599,ELITE,-110
Alex De Jesus,hits,prizepicks,2.5,0.9726509740407224,0.06333712229010446,0.5238095238095238,UNDER,0.9669920431907808,0.9669920431907808,0.5,0.7,0.9428345614916094,0.6381994633053587,0.8711637634864619,0.10889547043580773,ELITE,-110
Jordan Beck,hits,prizepicks,2.5,0.9608219137347516,0.061880412945655716,0.5238095238095238,UNDER,0.9700511328141231,0.9700511328141231,0.5,0.7,0.9393261921237881,0.6378361057261601,0.8743287095918949,0.10929108869898686,ELITE,-110
Jonathan India,total_bases,prizepicks,5.5,0.8587307667846333,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8403672212313965,0.6347293621960738,0.9807321594068581,0.12259151992585726,ELITE,-110
Bryan Abreu,pitcher_strikeouts,underdog,6.5,3.2099796163416165,0.014141196679149814,0.5238095238095238,UNDER,1.0703034869737855,1.0703034869737855,0.5,0.7,0.8469542742274336,0.6345486791090817,0.9726464791050965,0.12158080988813706,ELITE,-110
Bryan Abreu,pitcher_strikeouts,underdog,6.5,3.2076994739438986,0.014086569190927989,0.5238095238095238,UNDER,1.0704182046990514,1.0704182046990514,0.5,0.7,0.8468634698111241,0.6345486524863029,0.9727535563515105,0.12159419454393881,ELITE,-110
Jeff Hoffman,pitcher_strikeouts,prizepicks,6.5,3.216556453937582,0.014299787807193765,0.5238095238095238,UNDER,1.069970445604893,1.069970445604893,0.5,0.7,0.8472163774383961,0.6345475394240667,0.9723355553782813,0.12154194442228516,ELITE,-110
Bryan King,pitcher_strikeouts,underdog,6.5,3.1992539443521646,0.013885813150312232,0.5238095238095238,UNDER,1.0708397923843442,1.0708397923843442,0.5,0.7,0.8465274257172412,0.6345466769618927,0.973146968738196,0.1216433710922745,ELITE,-110
Ryan Pepiot,pitcher_strikeouts,underdog,6.5,3.2393905491481627,0.014862347167315937,0.5238095238095238,UNDER,1.0687890709486365,1.0687890709486365,0.5,0.7,0.8481285338966785,0.6345293554519221,0.9712318714476589,0.12140398393095736,ELITE,-110
Bryan Hudson,pitcher_strikeouts,underdog,6.5,3.177930943142706,0.013389895140780927,0.5238095238095238,UNDER,1.0718812202043602,1.0718812202043602,0.5,0.7,0.8456810264369486,0.6345287273646385,0.9741181468993358,0.12176476836241698,ELITE,-110
Ryan Thompson,pitcher_strikeouts,underdog,6.5,3.2401040191419748,0.014880227148450387,0.5238095238095238,UNDER,1.0687515229882543,1.0687515229882543,0.5,0.7,0.8481570891305494,0.6345284265190914,0.9711967731379728,0.1213995966422466,ELITE,-110
Ryan Helsley,pitcher_strikeouts,underdog,6.5,3.159931928333429,0.01298326236030134,0.5238095238095238,UNDER,1.0727351490433672,1.0727351490433672,0.5,0.7,0.8449688322538484,0.6344994363433824,0.9749137853202194,0.12186422316502743,ELITE,-110
Ryan Fernandez,pitcher_strikeouts,underdog,6.5,3.2588266213353503,0.015356081820114942,0.5238095238095238,UNDER,1.0677522281777585,1.0677522281777585,0.5,0.7,0.8489076002088403,0.6344960871480161,0.9702622279198497,0.12128277848998122,ELITE,-110
Michael Wacha,pitcher_strikeouts,prizepicks,6.5,3.260163810172099,0.01539056233368663,0.5238095238095238,UNDER,1.0676798190992582,1.0676798190992582,0.5,0.7,0.8489612892990526,0.6344931850467598,0.9701944772461841,0.12127430965577302,ELITE,-110
Nathan Eovaldi,pitcher_strikeouts,prizepicks,6.5,3.1559105545988957,0.01289388499996269,0.5238095238095238,UNDER,1.0729228415000784,1.0729228415000784,0.5,0.7,0.8448099948633605,0.6344911581515243,0.9750885826097908,0.12188607282622385,ELITE,-110
Matt Festa,pitcher_strikeouts,prizepicks,6.5,3.2656927544899257,0.015533837271355377,0.5238095238095238,UNDER,1.0673789417301538,1.0673789417301538,0.5,0.7,0.8491834033381889,0.6344803376729484,0.9699129083369328,0.1212391135421166,ELITE,-110
Nathan Eovaldi,pitcher_strikeouts,prizepicks,6.5,3.267865803088495,0.015590461387270271,0.5238095238095238,UNDER,1.0672600310867324,1.0672600310867324,0.5,0.7,0.8492707553623765,0.6344749129383718,0.969801607149771,0.12122520089372138,ELITE,-110
Ryan Walker,pitcher_strikeouts,underdog,6.5,3.147300360951583,0.012704306193831005,0.5238095238095238,UNDER,1.073320956992955,1.073320956992955,0.5,0.7,0.844470253169304,0.6344713341986322,0.9754592472045637,0.12193240590057046,ELITE,-110
Michael Wacha,pitcher_strikeouts,prizepicks,6.5,3.1469274437417747,0.012696150103013282,0.5238095238095238,UNDER,1.0733380847836722,1.0733380847836722,0.5,0.7,0.8444555492301122,0.6344704113269148,0.9754751909841967,0.12193439887302458,ELITE,-110
Bryan Abreu,pitcher_strikeouts,underdog,6.5,3.1368395336697614,0.012477229576609017,0.5238095238095238,UNDER,1.0737978178891212,1.0737978178891212,0.5,0.7,0.8440581233502151,0.6344434397175334,0.9759030507995078,0.12198788134993847,ELITE,-110
Zebby Matthews,pitcher_strikeouts,prizepicks,6.5,3.1360909779684696,0.012461116024062857,0.5238095238095238,UNDER,1.073831656349468,1.073831656349468,0.5,0.7,0.8440286588225476,0.6344412848968854,0.9759345361711569,0.12199181702139461,ELITE,-110
Matthew Liberatore,pitcher_strikeouts,prizepicks,6.5,3.1350333648237716,0.01243838035976319,0.5238095238095238,UNDER,1.0738794012444974,1.0738794012444974,0.5,0.7,0.8439870352893493,0.6344382044802515,0.9759789592918321,0.12199736991147901,ELITE,-110
Matt Bowman,pitcher_strikeouts,prizepicks,6.5,3.1216224582096257,0.01215318544915378,0.5238095238095238,UNDER,1.0744783105567772,1.0744783105567772,0.5,0.7,0.8434598496357782,0.634395519981387,0.9765360367252274,0.12206700459065342,ELITE,-110
Ian Hamilton,pitcher_strikeouts,prizepicks,6.5,3.1195480593033773,0.012109581533823577,0.5238095238095238,UNDER,1.0745698787789704,1.0745698787789704,0.5,0.7,0.8433784063505914,0.6343883223138693,0.9766211824928178,0.12207764781160223,ELITE,-110
Ryan Pressly,pitcher_strikeouts,underdog,6.5,3.1176196984701416,0.012069169042765338,0.5238095238095238,UNDER,1.0746547450101929,1.0746547450101929,0.5,0.7,0.8433027211234195,0.6343814895147032,0.9767000900157325,0.12208751125196657,ELITE,-110
Bryan Baker,pitcher_strikeouts,underdog,6.5,3.3141092304758044,0.016838116618927534,0.5238095238095238,UNDER,1.0646399551002523,1.0646399551002523,0.5,0.7,0.8511369213935887,0.6343080616436461,0.9673460983936097,0.12091826229920122,ELITE,-110
Bryan Hudson,pitcher_strikeouts,underdog,6.5,3.097477234150135,0.011653986695798979,0.5238095238095238,UNDER,1.0755266279388223,1.0755266279388223,0.5,0.7,0.8425135655900049,0.6343020419342121,0.9775104036660341,0.12218880045825427,ELITE,-110
Ryan Fernandez,pitcher_strikeouts,underdog,6.5,3.317645187631702,0.01693693719298639,0.5238095238095238,UNDER,1.0644324318947287,1.0644324318947287,0.5,0.7,0.8512801895654103,0.6342911696820407,0.9671513556046711,0.12089391945058389,ELITE,-110
Ian Hamilton,pitcher_strikeouts,prizepicks,6.5,3.3224603522149483,0.017072305321466308,0.5238095238095238,UNDER,1.0641481588249209,1.0641481588249209,0.5,0.7,0.8514754194751682,0.6342671999434242,0.9668845289032731,0.12086056611290914,ELITE,-110
Logan Webb,pitcher_strikeouts,prizepicks,7.5,3.0256400756585258,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.839719864638278,0.6342404137612914,0.9807321594068581,0.12259151992585726,ELITE,-110
Shota Imanaga,pitcher_strikeouts,prizepicks,6.5,3.0770013236742217,0.011244696177451385,0.5238095238095238,UNDER,1.076386138027352,1.076386138027352,0.5,0.7,0.8417139695700003,0.6342064743203873,0.9783085916435352,0.1222885739554419,ELITE,-110
Matt Sauer,pitcher_strikeouts,prizepicks,6.5,3.069819914799263,0.01110413740018823,0.5238095238095238,UNDER,1.076681311459605,1.076681311459605,0.5,0.7,0.8414341563561678,0.6341695016807255,0.9785825625712873,0.12232282032141091,ELITE,-110
Matt Sauer,pitcher_strikeouts,prizepicks,6.5,3.0635116180970705,0.010981930816832852,0.5238095238095238,UNDER,1.076937945284651,1.076937945284651,0.5,0.7,0.8411886299474105,0.6341355683126624,0.9788207027843722,0.12235258784804652,ELITE,-110
Ryan Pressly,pitcher_strikeouts,underdog,6.5,3.3552839300434254,0.018019932227696378,0.5238095238095238,UNDER,1.0621581423218376,1.0621581423218376,0.5,0.7,0.8528102922692515,0.634073577052756,0.9650146729693174,0.12062683412116468,ELITE,-110
Ryan Walker,pitcher_strikeouts,underdog,6.5,3.040478542784587,0.010545607638909327,0.5238095238095238,UNDER,1.0778542239582904,1.0778542239582904,0.5,0.7,0.8402942735584276,0.6340003124860399,0.9796705019197824,0.1224588127399728,ELITE,-110
Bryan Abreu,pitcher_strikeouts,underdog,6.5,3.377025306588808,0.018672005386068613,0.5238095238095238,UNDER,1.0607887886892562,1.0607887886892562,0.5,0.7,0.8536983716483821,0.6339155630968144,0.9637259935509863,0.12046574919387329,ELITE,-110
Nathan Eovaldi,pitcher_strikeouts,prizepicks,6.5,3.3783686919190608,0.018712947117447642,0.5238095238095238,UNDER,1.06070281105336,1.06070281105336,0.5,0.7,0.8537533477123284,0.6339050031052784,0.9636450263672607,0.12045562829590759,ELITE,-110
Ryan Thompson,pitcher_strikeouts,underdog,6.5,3.4000352707526407,0.01938389571235022,0.5238095238095238,UNDER,1.0592938190040646,1.0592938190040646,0.5,0.7,0.8546416678311051,0.6337216453377702,0.9623172193469499,0.12028965241836874,ELITE,-110
Ryan Helsley,pitcher_strikeouts,underdog,6.5,3.421361164585237,0.02006414526737965,0.5238095238095238,UNDER,1.057865294938503,1.057865294938503,0.5,0.7,0.8555190567604245,0.6335167435137634,0.9609692194120564,0.12012115242650705,ELITE,-110
Ryan Walker,pitcher_strikeouts,underdog,6.5,2.996611112004836,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.838600097909094,0.6333946539507387,0.9807321594068581,0.12259151992585726,ELITE,-110
Jeff Hoffman,pitcher_strikeouts,prizepicks,6.5,3.437254012957646,0.02058416600809565,0.5238095238095238,UNDER,1.0567732513829993,1.0567732513829993,0.5,0.7,0.8561748849681661,0.633347901858192,0.9599375154584281,0.11999218943230351,ELITE,-110
Jeff Hoffman,pitcher_strikeouts,prizepicks,6.5,2.9906111597444913,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8383693081153479,0.6332203384195223,0.9807321594068581,0.12259151992585726,ELITE,-110
Michael Kopech,pitcher_strikeouts,prizepicks,6.5,3.4497372661099983,0.021000588390055253,0.5238095238095238,UNDER,1.0558987643808841,1.0558987643808841,0.5,0.7,0.8566911942372907,0.6332054214157974,0.9591105841025379,0.11988882301281724,ELITE,-110
Ian Hamilton,pitcher_strikeouts,prizepicks,6.5,3.453450086285488,0.02112580958207666,0.5238095238095238,UNDER,1.055635799877639,1.055635799877639,0.5,0.7,0.8568449577315563,0.6331613486282512,0.9588617869123532,0.11985772336404416,ELITE,-110
Matt Waldron,pitcher_strikeouts,prizepicks,6.5,3.455819932239158,0.02120606649761292,0.5238095238095238,UNDER,1.0554672603550128,1.0554672603550128,0.5,0.7,0.8569431511715646,0.6331328080329299,0.9587022951407383,0.1198377868925923,ELITE,-110
Matt Bowman,pitcher_strikeouts,prizepicks,6.5,3.4599774002150507,0.021347485885507944,0.5238095238095238,UNDER,1.0551702796404334,1.0551702796404334,0.5,0.7,0.8571155045843835,0.6330819646595185,0.9584211957221824,0.1198026494652728,ELITE,-110
Michael Tonkin,pitcher_strikeouts,prizepicks,6.5,3.4766071004700905,0.021921157589020357,0.5238095238095238,UNDER,1.0539655690630574,1.0539655690630574,0.5,0.7,0.8578060679935074,0.6328686424189646,0.9572801007514132,0.11966001259392665,ELITE,-110
Matt Waldron,pitcher_strikeouts,prizepicks,6.5,2.973983347419712,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8377308807086923,0.6327381341992753,0.9807321594068581,0.12259151992585726,ELITE,-110
Logan Webb,pitcher_strikeouts,prizepicks,7.5,2.9646014107218845,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8373714146756489,0.6324666295045176,0.9807321594068581,0.12259151992585726,ELITE,-110
Ryan Helsley,pitcher_strikeouts,underdog,6.5,3.507583627734916,0.023024480410007486,0.5238095238095238,UNDER,1.0516485911389843,1.0516485911389843,0.5,0.7,0.8590973453620236,0.6324279590308495,0.9550818180208483,0.11938522725260604,ELITE,-110
Matthew Liberatore,pitcher_strikeouts,prizepicks,6.5,3.5097184882485464,0.023102212744253836,0.5238095238095238,UNDER,1.0514853532370672,1.0514853532370672,0.5,0.7,0.8591865763191457,0.6323954704882383,0.9549267605808314,0.11936584507260392,ELITE,-110
Michael Tonkin,pitcher_strikeouts,prizepicks,6.5,3.515352571962254,0.023308416962783074,0.5238095238095238,UNDER,1.0510523243781555,1.0510523243781555,0.5,0.7,0.8594222122165818,0.6323083996407183,0.9545153160501543,0.11931441450626928,ELITE,-110
Jon Singleton,total_bases,prizepicks,5.5,2.5103026867066665,0.023123522442989874,0.5238095238095238,UNDER,1.0514406028697212,1.0514406028697212,0.5,0.7,0.8590460561826416,0.6322651322438732,0.9548842486285491,0.11936053107856864,ELITE,-110
Jeff Hoffman,pitcher_strikeouts,prizepicks,6.5,2.9551990904049075,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8370117129607942,0.6321949467992879,0.9807321594068581,0.12259151992585726,ELITE,-110
Jeff Hoffman,pitcher_strikeouts,prizepicks,6.5,3.5288983174472626,0.023810530342694203,0.5238095238095238,UNDER,1.0499978862803423,1.0499978862803423,0.5,0.7,0.8599896168649644,0.6320910959518778,0.9535127284430506,0.11918909105538132,ELITE,-110
Matt Festa,pitcher_strikeouts,prizepicks,6.5,3.538984651184868,0.02419028972180859,0.5238095238095238,UNDER,1.0492003915842019,1.0492003915842019,0.5,0.7,0.8604129194860846,0.6319219004342344,0.9527537812908953,0.11909422266136191,ELITE,-110
Michael Kopech,pitcher_strikeouts,prizepicks,6.5,3.5418463125170416,0.024298955698891733,0.5238095238095238,UNDER,1.0489721930323275,1.0489721930323275,0.5,0.7,0.860533142968069,0.6318727367093516,0.952536506804028,0.1190670633505035,ELITE,-110
Logan Gillaspie,pitcher_strikeouts,prizepicks,7.5,4.830510581088094,0.05717428675084146,0.5238095238095238,UNDER,0.979933997823233,0.979933997823233,0.5,0.7,0.9207234280746595,0.6315737328338991,0.8844806748304027,0.11056008435380034,ELITE,-110
Trevor Hauver,total_bases,prizepicks,4.5,2.135051657119103,0.057440086294158865,0.5238095238095238,UNDER,0.9793758187822665,0.9793758187822665,0.5,0.7,0.9209980437113272,0.6314022492096527,0.8839102256161571,0.11048877820201963,ELITE,-110
Zebby Matthews,pitcher_strikeouts,prizepicks,6.5,3.57622321522496,0.025636696277788307,0.5238095238095238,UNDER,1.0461629378166446,1.0461629378166446,0.5,0.7,0.8619817233474416,0.6312413324289895,0.9498578511286678,0.11873223139108348,ELITE,-110
Bryan King,pitcher_strikeouts,underdog,6.5,3.583967275501102,0.02594641016245247,0.5238095238095238,UNDER,1.04551253865885,1.04551253865885,0.5,0.7,0.8623091539626244,0.63108852286776,0.9492366611034975,0.11865458263793718,ELITE,-110
Bryan Abreu,pitcher_strikeouts,underdog,6.5,2.907173228632818,0.01,0.5238095238095238,UNDER,1.079,1.079,0.5,0.7,0.8351828872183308,0.6308136347160053,0.9807321594068581,0.12259151992585726,ELITE,-110
